1_1	What is a physician's assistant?
1_2	What are the educational requirements required to become a physician's assistant?
1_3	What does becoming a physician's assistant cost?
1_4	What's the average starting salary for a physician assistant in the UK?
1_5	What is the average starting salary for a physician's assistant in the US?
1_6	What school subjects are needed to become a registered nurse?
1_7	What is the PA average salary vs an RN in the UK?
1_8	What the difference between a PA and a nurse practitioner?
1_9	Do NPs or PAs make more than PAs?
1_10	Is a PA above a NP?
1_11	What is the fastest way to become a NP?
1_12	How much longer does it take to become a doctor after being an NP?
2_1	What are the main breeds of goat?
2_2	Tell me about boer goats.
2_3	What breed of goat is good for meat?
2_4	Are angora goats good for meat?
2_5	What about boer goats?
2_6	What are pygmies used for?
2_7	What is the best for fiber production in goats?
2_8	How long do Angora goats live?
2_9	Can you milk angora goats?
2_10	How many Angora goats per acre can you have?
2_11	Are angora goats profitable?
3_1	Tell me about the types of irregular heart beat.
3_2	How serious is an irregular heart beat?
3_3	What are the different types of tachycardia?
3_4	What is atrial flutter?
3_5	What causes atrial flutter?
3_6	What's the difference between flutter and fibrillation in an irregular heart beat?
3_7	How does afib affect an ECG?
3_8	Does afib shorten your life?
3_9	What triggers atrial flutter?
3_10	How do you stop an atrial flutter attack?
3_11	What is the best exercise for atrial flutter?
4_1	What was the neolithic revolution?
4_2	When did the neolithic revolution start and end?
4_3	Why did the neolithic revolution start?
4_4	What did the neolithic invent?
4_5	What tools were used during the neolithic revolution?
4_6	When was the neolithic revolution brought to the british isles?
4_7	Describe the period that follows the neolithic revolution.
4_8	What was the neolithic revolution's significance?
4_9	What were the houses like in the neolithic revolution?
5_1	What are the best ways to cook a turkey?
5_2	Should I brine a turkey before smoking it?
5_3	How much salt do I use to brine a turkey?
5_4	What kind of wood should I use to brine a turkey?
5_5	How long should a turkey be smoked for?
5_6	Is smoked turkey healthy?
5_7	What can you do with leftovers of smoked turkey?
5_8	How long are leftovers good for in the fridge?
5_9	What's a recipe for smoked turkey soup?
5_10	How about a recipe for smoked turkey soup?
6_1	What are the most important US supreme court cases?
6_2	What did Plessy v. Ferguson establish?
6_3	How about Marbury vs Madison?
6_4	Was Marbury vs Madison unanimous?
6_5	What was the implication of Roe vs Wade?
6_6	What were the main arguments in Roe vs Wade?
6_7	What was the point of Brown v Board of Ed?
6_8	What were the main arguments in Brown v Board of Ed?
6_9	Why is Brown v Board of Ed important today?
7_1	What are the different types of macromolecules?
7_2	Tell me about the characteristics of carbohydrates.
7_3	What are carbohydrates composed of?
7_4	What is the basic structure of carbohydrates?
7_5	What are the main types of macromolecules with examples of each?
7_6	Tell me about lipids.
7_7	What is the function of lipids?
7_8	What are the types of lipids?
7_9	What is the most common type of lipids?
7_10	What is the difference between lipids and carbohydrates?
7_11	Why are carbs better than lipids?
8_1	What was the Securities Act of 1933?
8_2	What is exempt from the Securities Act of 1933?
8_3	Why was the Securities Act of 1933 needed?
8_4	What was the reason for creating the 1934 act?
8_5	What is the largest securities exchange in the world?
8_6	How and when was the largest securities exchange in the world created?
8_7	What was the first stock market in the world?
9_1	Why are statistics important?
9_2	Why should one study statistics?
9_3	Tell me about statistics career options.
9_4	Are Data Scientists in high demand?
9_5	How much do Data Scientists make on average in a year?
9_6	What is range in statistics?
9_7	Describe some different metrics to interpret range in statistics.
9_8	What are quartiles in statistics?
9_9	How do you find the lower and upper quartile of statistics?
10_1	How does water freeze?
10_2	What happens to water's molecules?
10_3	Why isn't the bottom of the ocean frozen?
10_4	Can the bottom of the ocean freeze?
10_5	Where is the coldest place on Earth where the bottom of the ocean freezes?
10_6	Does Dome Fuji have inhabitants?
10_7	Why is Antarctica so cold?
10_8	How cold is the water underneath the ice in Antarctica?
10_9	What is the biggest town in Antarctica?
11_1	What are futuristic designs?
11_2	How did futuristic designs become a new trend?
11_3	Why are most of the constructions inspired by futuristic designs?
11_4	What are the different domains where futuristic designs have been adapted?
11_5	How has futuristic designs affected technology?
11_6	How have the different giants in the business responded to futuristic designs?
11_7	Has futuristic designs introduction led to increase in business?
11_8	If designs are already futuristic, how will this change in the future?
12_1	What is a good age to get LASIK?
12_2	Give me a short description of the procedure for LASIK.
12_3	What are LASIK's benefits?
12_4	What are the risks of LASIK?
12_5	Describe experiences of some people who had LASIK done.
12_6	Are there any good alternatives to LASIK?
12_7	What is LASIK success rate?
12_8	Once LASIK is done, what kind of precautions do I need to take?
12_9	Does the effect of LASIK wear off with age?
13_1	What is tofu exactly?
13_2	How is tofu made?
13_3	What are tofu origins?
13_4	What is the best tofu?
13_5	Is tofu a kind of cheese?
13_6	Can I eat tofu raw?
13_7	What are common ways to cook tofu?
13_8	In what cuisines is tofu popular?
13_9	Is tofu good for you?
13_10	Can tofu make you sick?
13_11	Is too much tofu bad for you?
14_1	What are scalable data center network architectures?
14_2	What are some examples of scalable data center network architectures?
14_3	Describe the characteristics of FAT tree topology in scalable data center network architectures.
14_4	What routes can be taken by an upstream packet in a scalable data center network architecture?
14_5	Describe core, aggregator and edge switches in scalable data center network architectures.
14_6	Are flows in scalable data center network architectures bidirectional?
14_7	How many forwarding rules are there in each layer of the tree?
14_8	Describe the jellyfish architecture.
14_9	Which architecture is more resilient to failure in a scalable data center network?
15_1	Tell me about the International Linguistics Olympiad.
15_2	How do I prepare for the International Linguistics Olympiad?
15_3	How tough is the exam for the International Linguistics Olympiad?
15_4	What kind of problems can I expect during the International Linguistics Olympiad exam?
15_5	Tell me about the history of linguistics as a field.
15_6	Who was Panini and what were Panini's contributions?
15_7	What is the link between linguistics and computer science?
16_1	What is a normal blood sugar level?
16_2	What does normal blood sugar mean if it's higher than normal blood sugar level?
16_3	What is a dangerous level of blood sugar?
16_4	How do you bring blood sugar down quickly?
16_5	How fast can blood sugar rise?
16_6	And what if blood sugar is lower than normal?
16_7	How does blood sugar make you feel?
16_8	Do different activities lead to an imbalance in blood sugar levels?
16_9	Is there a relation between age and sugar levels?
17_1	What are the different forms of energy?
17_2	How can energy be stored?
17_3	What type of energy is used in motion?
17_4	Tell me about mechanical energy.
17_5	Give me some examples of mechanical energy.
17_6	Why is sound a form of mechanical energy?
17_7	How does sound differ from potential energy?
17_8	Are potential and kinetic the same?
17_9	What type does chemical energy belong to?
17_10	What form of energy is used in eating?
18_1	Describe Uranus.
18_2	What makes Uranus so unusual?
18_3	Tell me about Uranus'orbit.
18_4	Why is Uranus tilted?
18_5	How is Uranus'rotation different from other planets?
18_6	What is peculiar about Uranus'seasons?
18_7	Besides Uranus, are there any other planets similar to Uranus?
18_8	Describe the characteristics of Neptune.
18_9	Why is Neptune important to our solar system?
18_10	How are Uranus and Neptune similar to each other?
18_11	Can life exist on either of Uranus or Neptune?
19_1	What is chemical energy?
19_2	Describe a chemical reaction.
19_3	How is chemical energy represented mathematically?
19_4	Give me an example of chemical energy.
19_5	What are the different kinds of reactions?
19_6	What is a decomposition reaction?
19_7	How is a decomposition reaction a chemical change?
19_8	What is a synthesis reaction?
19_9	Tell me the differences between synthesis and decomposition.
20_1	Describe cell membranes.
20_2	What are cell membranes important functions?
20_3	Tell me about the phospholipid bilayer in cell membranes.
20_4	What are the functions of the phospholipid bilayer?
20_5	What if the phospholipid bilayer gets damaged?
20_6	Do cell membranes repair themselves?
20_7	Which nutrients may help in the repair process of cell membranes?
21_1	What is weathering?
21_2	What are weathering's major types?
21_3	Tell me about chemical weathering.
21_4	How is chemical weathering different from biological weathering?
21_5	Does chemical weathering change the composition of rocks?
21_6	What is the end product of chemical weathering?
21_7	Give me an example of chemical weathering.
21_8	What happens when quartz undergoes weathering?
22_1	What are the most common spices used in cooking?
22_2	How are spices different from herbs in cooking?
22_3	Why do spices taste good in cooking?
22_4	Where do most of the spices in cooking come from?
22_5	What cuisines use spices heavily?
22_6	What are the most popular Indian spices?
22_7	Tell me about turmeric.
22_8	Are there any benefits of consuming turmeric in cooking?
22_9	What is the oldest spice in India?
22_10	What is the most expensive spice and why?
23_1	What are the main types of cattle farming?
23_2	What breeds of cattle produce the most milk?
23_3	How much milk do Holsteins produce?
23_4	What is special about Jersey milk?
23_5	Do we eat dairy cows?
23_6	What are the most common breeds for meat in cattle farming?
23_7	Where is angus beef from?
23_8	How much space do angus beef need?
24_1	How can I help my friend stop smoking?
24_2	What are the long term effects of smoking?
24_3	Does smoking cause cancer?
24_4	What makes smoking so addictive?
24_5	Are there any alternatives to nicotine?
24_6	How effective are the patches for smoking?
24_7	Tell me about the cold turkey method.
24_8	Describe typical withdrawal symptoms of cold turkey method.
25_1	Tell me about Orca whales.
25_2	Are Orca whales really whales?
25_3	How do Orca whales hunt?
25_4	What do Orca whales eat?
25_5	Where did Orca whales get their name?
25_6	Are Orca whales dangerous?
25_7	Where can go to watch Orca whales?
25_8	When is a good season for spotting Orca whales?
25_9	How does captivity affect Orca whales?
26_1	What defines a chemical element?
26_2	How are chemical elements related to the Periodic Table?
26_3	How is the Periodic Table organised?
26_4	How does a chemical compound differ from an element?
26_5	What are different types of compounds?
26_6	How are different types of compounds formed?
26_7	Which ones are important for the human body?
26_8	What are important ones used on a daily basis by the human body?
27_1	What comprises a balanced diet?
27_2	Is a balanced diet the same for men as well as women?
27_3	What are some specific recommendations for women?
27_4	Are dairy products necessary for a good health?
27_5	Can dairy products harm you instead of good health?
27_6	How necessary is fiber in a balanced diet?
27_7	What happens if fiber is consumed in a smaller amount than recommended?
28_1	Describe global warming.
28_2	What are the dangers of global warming?
28_3	Are there any methods to prevent global warming from getting worse?
28_4	What can I do at an individual level to prevent global warming from getting worse?
28_5	How do I reduce my carbon footprint for global warming?
28_6	Is the US government doing anything about global warming?
28_7	How is overpopulation related to global warming?
29_1	What is the British Invasion in music?
29_2	What era did the British Invasion happen?
29_3	What genre did the British Invasion involve?
29_4	What is so special about the British Invasion in music?
29_5	Which bands were a key part of the British Invasion?
29_6	What was the leading band of the British Invasion and what was its role?
29_7	Is the British Invasion related to any other musical movements besides the British Invasion?
29_8	What was the impact of the British Invasion on American music?
29_9	Besides the British Invasion, what other music movement succeeded the British Invasion?
30_1	What are some advantages of using Linux?
30_2	Can I run Windows software in Linux?
30_3	How does Linux compare to Windows?
30_4	Which of the two is more popular with Linux users?
30_5	How do I install software on Linux?
30_6	What is an easy way to install Python on Linux?
30_7	Tell me about how I can share files on Linux.
